@relation cepstral_vec_all.txt-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute ' sex' {' female',' male'}
@attribute ' dim1' numeric
@attribute ' dim2' numeric
@attribute ' dim3' numeric
@attribute ' dim4' numeric
@attribute ' dim5' numeric
@attribute ' dim6' numeric
@attribute ' dim7' numeric
@attribute ' dim8' numeric
@attribute ' dim9' numeric
@attribute ' dim10' numeric
@attribute ' dim11' numeric
@attribute ' dim12' numeric
@attribute ' dim13' numeric

@data
' female',90.871583,-11.301995,1.575368,-11.206131,-18.956387,-6.306374,14.965612,16.353522,18.676555,-14.898871,-25.280513,8.660216,-15.482056
' female',92.296677,-11.646614,3.937771,-7.033843,-20.090934,-15.71327,9.648997,4.376834,26.45162,16.508634,-20.041023,-14.599611,1.281463
' female',89.755403,-7.281728,-2.707668,-16.344306,-5.209457,-15.416966,13.080075,25.137754,16.485979,-26.774482,-16.812038,9.362377,-17.383574
' female',93.584109,-6.333195,-2.780703,-16.10879,4.18639,-16.684095,-12.480226,-8.223701,17.312533,38.790466,7.69359,-18.815764,-12.68674
' female',88.964613,-7.381289,-2.778006,-17.716243,-4.022359,-11.304067,21.137173,23.629572,-2.010111,-30.796319,-1.80848,3.528368,-12.00864
' female',91.040453,-5.967133,-3.959555,-14.751924,-0.529751,-16.829958,-8.626945,15.507256,32.076197,13.317078,-27.880195,-9.917148,1.621557
' female',91.749014,-10.939437,-6.826732,-14.585682,-0.343503,-0.081944,28.481026,3.504648,-30.169982,-6.926325,9.059981,-1.201027,19.866602
' female',88.508042,-5.625948,1.428832,-18.496772,-1.11945,-18.047192,-9.473139,14.597812,28.117223,21.05023,-26.22314,-12.487609,4.62326
' female',94.474579,-6.017593,4.006167,-13.023833,-1.97536,-13.877036,-13.834062,-9.090881,-12.180823,7.775921,28.333176,32.240942,2.906359
' female',92.265784,-8.361378,4.292174,-17.348727,-3.129789,-13.481624,-17.567175,-1.045788,9.444152,41.766902,12.892691,-18.644974,-15.624478
' female',92.24011,-7.396714,4.481173,-14.631802,-4.719551,-11.327712,-16.823235,-7.865576,-0.752025,31.38825,32.953991,-2.896871,-21.930189
' female',93.525154,-3.829104,4.952605,-12.321667,-0.35864,-11.891479,-14.76072,-9.594549,-8.650741,-13.860651,3.122455,18.264664,36.270493
' female',94.724604,-12.53818,-0.631385,-14.463369,1.665697,-18.461308,-11.19479,10.584161,24.009563,31.411459,-24.787026,-13.944626,4.478
' female',99.655699,-13.620114,-1.419049,-13.780066,3.992164,-15.505702,-12.531985,-6.965833,0.81721,40.043032,19.965343,-10.894567,-23.098794
' female',101.742342,-11.432538,-3.384425,-17.875465,6.402758,-10.177041,-10.14283,-2.195662,-17.815484,-6.494139,13.579085,41.823178,10.617384
' female',100.037373,-13.391246,-1.16789,-14.855018,3.959123,-13.787356,-12.535281,-6.447364,-10.872146,26.808219,31.179354,12.965987,-27.784868
' female',102.615931,-6.827191,-5.851351,-18.067545,-0.253185,-8.279512,-2.171818,-5.521851,-10.511451,-13.006028,-13.032016,14.129759,26.136545
' female',95.905072,-15.006724,8.415224,-2.649027,-17.475641,-18.064797,-5.487723,-13.741736,7.023927,19.645909,24.485599,15.983992,-19.417103
' female',95.287998,-14.445035,8.419537,-4.26169,-15.963148,-17.684277,-5.629153,-8.595627,8.936835,26.993266,21.766788,0.379815,-21.917545
' female',98.776544,-16.59033,11.007195,-0.936038,-13.116539,-15.048944,-10.743841,-15.818448,-5.133243,-2.747916,11.537679,31.440531,19.227152
' female',99.0741,-13.93582,10.725345,-0.545413,-13.286803,-13.456909,-9.867626,-15.086757,-6.420423,-8.665188,-3.646956,20.315131,25.468859
' female',92.234201,-11.918539,6.476295,-8.998115,-17.740141,-16.65279,0.825993,6.123981,16.680851,30.096262,-6.906104,-23.725155,2.509526
' female',96.13739,-14.724481,8.250341,-5.494054,-14.341387,-18.742896,-5.092474,-9.556577,7.268403,26.972265,25.234161,-1.376957,-21.854424
' female',103.960109,-14.919371,5.063412,-1.915924,-12.698163,-12.341089,-2.748502,-12.807715,-11.626605,-11.315805,-3.80688,18.974747,38.18934
' female',92.479379,-13.142176,5.940466,-7.624914,-17.198102,-18.235716,2.687701,3.810719,18.487367,29.733116,-7.620159,-23.634975,3.036912
' female',96.824505,-15.062321,6.351738,-3.074262,-13.175411,-18.487817,-4.481745,-14.946323,0.534364,22.482197,24.634797,17.33138,-13.823128
' female',102.060334,-17.208843,5.707664,-0.806806,-12.328666,-14.262053,-4.698042,-15.30607,-10.38928,-0.614384,15.902814,31.727416,20.627206
' female',99.118075,-10.265921,2.078063,-17.616995,3.037568,-11.387787,-14.375564,-11.520687,-7.191569,31.699096,31.158175,5.580113,-26.630247
' female',99.205612,-5.203542,3.932744,-22.117436,1.172063,-7.582138,-8.516113,-3.265588,-15.585398,-12.772192,-7.844342,25.68306,32.382218
' female',96.70213,-10.7016,1.219034,-17.466042,4.648734,-13.321002,-14.647419,-7.247447,7.398393,40.315517,15.91703,-14.456312,-20.393101
' female',100.444013,-9.465069,2.630471,-20.558807,2.109497,-7.732618,-10.497785,-8.025517,-18.883473,2.404152,23.14497,37.600401,2.982301
' female',91.141929,-7.330812,-2.298195,-17.24271,4.399541,-18.489916,-12.764412,15.81871,28.79776,20.699355,-26.700492,-10.849517,3.335051
' female',87.477064,2.123073,-1.244185,-20.123413,-0.810127,-7.30384,-8.979256,-9.448084,-20.498102,-10.298488,0.322125,36.540948,37.721744
' female',87.476451,3.545815,3.750407,-14.780188,1.65533,1.113976,-12.761378,-14.962435,-17.383658,-15.82604,0.315459,-15.590399,-10.677307
' female',89.65012,0.085808,3.317724,-14.800686,-3.76836,-5.702786,-14.430503,-6.15297,-17.836642,-13.000876,-10.715585,-7.081607,27.717774
' female',88.558027,0.792499,5.141859,-14.115508,-3.265579,-6.726525,-12.715584,-8.313298,-15.316772,-14.176225,-8.324989,-15.198354,11.835528
' female',86.345647,4.661338,5.607529,-10.458663,-0.94439,1.617299,-13.160161,-9.123855,-13.503814,-16.417723,-6.476203,-14.416582,-3.884614
' female',94.446619,-2.595073,-8.168498,-18.25806,8.027841,-7.786344,-10.881086,-0.426852,-11.453355,-10.705593,-19.602174,23.37843,43.309767
' female',99.067428,-3.979191,-6.305799,-16.942612,2.445524,-5.909433,-12.483923,-4.852972,-9.009523,-4.94511,-21.033265,-17.145359,6.080314
' female',99.172907,0.590637,-7.214266,-14.628237,-0.304039,-3.672566,-10.304191,-4.90959,-9.314712,-5.528367,-11.404291,-11.153353,-9.427856
' female',99.14762,-1.552759,-6.527313,-15.717064,1.93975,-6.190034,-11.764943,-5.00815,-10.833551,-4.437762,-16.147764,-18.365685,-11.171172
' female',99.095542,3.194228,-7.425796,-13.211707,3.40738,-6.525943,-10.129697,-1.275826,-7.706541,-11.605325,-12.834147,-8.734022,-5.913594
' female',93.335111,-11.158601,15.238227,-2.313541,-10.170854,-5.140527,-17.782634,-14.884598,-6.381499,-21.935207,-5.125427,-8.629988,3.358766
' female',94.072362,-11.649918,14.203831,-4.057206,-11.239295,-3.890285,-19.661891,-12.113493,-6.390498,-22.632815,-1.451737,-7.261834,19.190139
' female',95.056008,-12.753686,16.805074,0.037107,-6.54712,-2.367171,-15.041653,-14.939123,-7.460004,-19.818907,-11.432091,-8.350264,-11.100194
' female',92.946926,-9.679945,17.143818,-0.224194,-5.940636,-2.96829,-11.683908,-12.957936,-5.958782,-15.486908,-13.921609,-10.714825,-14.365621
' female',93.689428,-10.948462,9.533026,-7.593349,-10.7663,-7.931741,-18.481114,-7.740933,-12.199892,-14.357342,7.59796,21.146108,42.884093
' female',100.180774,-12.518083,7.789685,-2.723273,-16.636059,-5.648172,-9.838426,-12.817301,-5.138567,-16.385639,-13.956777,-7.183044,20.55929
' female',101.918425,-6.5056,6.222146,0.667084,-15.74717,-7.941509,-8.940341,-9.211037,-3.555024,-7.942959,-7.21243,-12.129154,-7.637098
' female',97.272955,-10.379056,3.909527,-3.74111,-14.928964,-7.105508,-9.165264,-11.513973,-13.869096,-13.225843,-1.008043,29.737716,41.17568
' female',100.221722,-12.262273,6.691349,-0.935957,-16.112928,-5.564156,-7.437523,-15.159934,-5.548777,-12.632887,-16.980621,-11.816395,2.939253
' female',102.079718,-11.348536,6.797468,0.876887,-14.492401,-6.479321,-7.829355,-12.586973,-7.827975,-11.557793,-9.461255,-13.241398,-13.676031
' female',96.018598,-1.570427,1.301442,-21.709251,1.828729,-3.883027,-13.233749,-7.113356,-13.4081,-6.441346,-13.972289,-17.136614,-2.421048
' female',96.298015,0.961867,4.726399,-20.573082,-0.87798,-3.628713,-11.997784,-5.35969,-11.956964,-4.147417,-12.413167,-6.385491,-13.868195
' female',95.583107,-2.458963,0.341196,-20.957941,1.574323,-4.758904,-13.821751,-4.671805,-15.5769,-6.710488,-17.199333,-11.218442,16.505188
' female',97.006811,-0.751011,1.518669,-22.170655,1.271551,-0.73834,-12.158702,-7.982559,-15.649945,-3.355911,-10.02368,-11.022614,-22.845997
' female',93.771728,-2.941218,-2.06845,-24.025172,4.403075,-7.348253,-10.088397,-1.999644,-26.560719,-4.689185,-2.995081,29.52051,39.579007
' female',84.417761,-4.10743,-10.876189,-11.323487,5.664864,18.721065,6.638478,-22.34366,-9.357375,26.347839,-1.810897,10.805253,-13.89416
' female',89.217981,-7.542095,-10.607238,-8.066799,-3.109666,-13.777388,19.326307,27.804388,-8.043358,-28.709981,3.265284,-2.569262,-4.606941
' female',86.362288,-5.937307,-9.374729,-11.112179,-4.966981,11.501685,22.988283,-5.444619,-29.818061,4.854339,15.316201,-6.357352,32.879259
' female',87.497555,-6.697203,-11.143209,-8.332934,-8.426535,5.54271,25.566395,5.097969,-30.954371,-7.785025,17.07585,-10.729309,28.755827
' female',88.098662,-5.181846,-11.891106,-10.238066,1.805659,-17.967321,0.579299,29.81724,17.413877,-16.235166,-17.307837,2.430807,-7.860669
' female',83.366256,-3.085841,-15.840718,-7.019864,3.562827,17.442093,3.859586,-26.49549,-3.459209,21.918008,-2.464901,7.773527,-20.118195
' female',87.579833,-7.160236,-11.296893,-8.839319,-5.459411,10.878347,22.500768,-9.075077,-30.562088,9.707841,10.315268,-2.378333,26.327735
' female',89.250188,-7.425186,-9.309287,-11.60328,-2.831149,-13.718128,16.362747,31.814522,-8.53157,-25.731338,-3.147517,1.793355,-8.268472
' female',87.739787,-6.688173,-11.001574,-9.098851,-7.444974,5.541671,25.586626,4.395629,-33.036763,-2.86595,12.036681,-4.76427,23.717782
' female',87.448242,-4.218694,-11.925484,-11.124932,2.585527,-17.936205,-3.506639,28.689764,22.812196,-11.004656,-21.128858,0.72813,-4.660176
' female',88.556653,-8.454755,-10.869333,-6.993881,-6.51805,7.397814,26.549682,-5.208427,-32.46042,4.792418,13.053087,-6.05513,28.183937
' female',90.996932,-8.156949,-2.407387,-11.172146,-12.848176,-10.565181,-1.321091,26.660488,25.497371,-11.197967,-25.703585,3.963842,-5.441065
' female',85.371209,-5.141399,-13.319323,-7.527158,1.148716,19.267681,5.505749,-24.872992,-9.943822,27.184443,-6.243191,11.119582,-16.515962
' female',88.448188,-7.837492,-11.228093,-6.386183,-7.069634,-1.382474,28.646902,9.565309,-30.49827,-9.472322,12.073602,-6.809023,18.99065
' female',89.12647,-7.289472,-5.583795,-13.167146,-6.453097,-11.696801,17.001748,31.682713,-8.813701,-24.203324,-3.7704,0.969177,-10.685177
' female',87.710613,-6.25881,-11.168236,-7.066455,-9.917005,5.951285,23.48968,9.090991,-33.18065,-6.963982,14.702847,-8.734542,25.977266
' female',86.925851,-4.159697,-12.548277,-8.957128,2.382161,-17.547955,-2.20509,29.868929,20.419283,-15.49962,-17.422109,0.67414,-5.727665
' female',88.219127,-7.501498,-8.44456,-10.427324,-5.791442,11.249604,22.238299,-5.695885,-31.654475,6.137923,13.985875,-6.602857,30.935505
' female',89.074006,-7.22103,-9.893773,-10.04915,-2.955685,-13.95677,16.535206,30.91956,-6.844564,-26.55827,-1.192601,0.177463,-7.948481
' female',84.678344,-4.109519,-11.643946,-9.493773,4.110353,19.567826,6.232593,-23.702739,-7.146771,24.784274,-0.902194,9.832862,-13.991667
' female',87.839255,-6.150259,-10.146197,-9.56582,-4.297661,-13.192008,19.612114,27.892123,-8.138811,-28.903112,2.421877,-2.842309,-4.37138
' female',87.576976,-2.721519,-8.738826,-17.88335,7.80886,-7.952443,-19.616954,-2.095246,20.798366,33.822476,-2.477903,-18.703234,-0.908849
' female',86.824333,-4.814459,-12.026185,-8.917814,3.774148,-16.464156,-4.493116,27.685658,23.448041,-14.329116,-16.575743,-2.836655,-1.182865
' female',86.110346,-4.092034,-11.514756,-12.766508,6.20741,-17.842448,-7.176369,19.582238,30.343519,-2.124219,-21.513623,-5.548989,2.516357
' female',85.631415,1.97905,-7.325376,-21.122272,2.023893,-1.769394,-16.905585,-15.019347,-9.715681,29.234351,34.603923,6.434373,-12.767592
' female',86.790434,-5.128906,-12.606509,-7.597581,-5.106335,-12.714295,16.169708,30.572846,-6.792238,-27.278169,-1.59739,0.147982,-8.056664
' female',87.196822,-3.668185,-12.660896,-9.362607,4.466688,-16.203982,-7.687054,26.076144,24.205615,-5.669882,-23.550798,1.99086,-5.542199
' female',88.056421,-3.563044,-9.080382,-19.733648,11.605828,-8.337074,-17.581781,-6.665592,11.668581,33.798152,5.923716,-9.659856,-9.983842
' female',87.564817,-3.774116,-11.241958,-13.202751,7.604945,-14.672934,-12.580885,19.023994,27.101845,8.398519,-26.619678,-1.500459,-2.235235
' female',95.0012,-4.944783,-8.593143,-18.325918,5.593186,-7.215673,-11.272829,-15.01603,-8.890698,16.864397,28.784671,21.435158,-9.097087
' female',93.575931,-11.274126,-1.024537,-10.241351,-13.099071,-14.24131,-3.328709,15.363013,31.664369,8.090607,-28.387469,-8.274154,7.794261
' female',93.561901,-10.810801,-3.46132,-7.602394,-14.684493,-12.096487,2.02289,22.247871,25.947761,-5.596053,-29.308864,3.199341,-3.590607
' female',93.224931,-10.073492,3.380932,-11.133874,-12.190834,-9.963161,-16.161265,-0.710659,19.66364,35.782921,2.236626,-19.423149,-6.707779
' female',94.036038,-9.515939,5.386295,-7.456629,-15.314439,-8.285059,-15.658438,-12.792376,-2.957139,20.442643,29.387342,18.372022,-11.1402
' female',89.381569,-7.883214,-4.758701,-12.780306,-6.295965,-11.124407,18.297345,30.413939,-10.351827,-23.986843,-4.631705,3.235977,-9.983202
' female',92.930436,-10.101558,-3.684779,-8.04314,-12.341016,-14.945392,2.922297,20.357794,27.152516,-3.230564,-30.730252,2.517338,-1.664724
' female',96.600063,-11.227423,2.742699,-5.285725,-15.179798,-8.882062,-11.951875,-15.905969,-6.128977,19.648735,28.759674,23.02853,-9.817359
' female',88.827749,-7.060508,-6.120091,-12.142114,-5.42436,-13.009249,20.828309,27.887479,-9.069597,-25.906413,-1.520179,0.398545,-8.28922
' female',93.775991,-11.557724,-2.487566,-8.496206,-13.180158,-14.928733,-1.665712,13.410142,30.572359,11.152107,-30.047041,-8.160797,7.85168
' female',94.011029,-10.456015,2.729077,-10.781474,-9.928574,-10.899468,-14.616016,-5.231834,18.704954,37.107252,7.033391,-20.642019,-9.569782
' female',87.033336,-4.730924,-8.096836,-16.275038,5.988087,-18.642939,-9.29962,16.822902,30.464809,8.979048,-25.140527,-7.137539,2.980369
' female',88.902884,-2.055318,-4.964564,-23.281936,4.243029,-2.018382,-13.162565,-16.572534,-10.554719,24.486985,32.098252,13.979345,-13.117351
' female',87.274706,-5.065618,-11.082543,-11.489911,5.379234,-18.58952,-4.614597,22.959616,27.828102,-7.820505,-22.15815,-0.847752,-2.220063
' female',89.278258,-4.318391,-5.977659,-20.619559,8.333559,-8.795083,-17.325055,-5.014055,15.097649,38.237339,2.873399,-16.620097,-7.717882
' female',87.529875,-5.522496,-9.420509,-11.047537,-2.104639,-16.237496,19.583877,26.860757,-2.698339,-29.130205,-0.940065,-0.645981,-7.688186
' female',85.366095,11.420434,5.367509,-11.503132,-1.983234,-2.814887,-14.0638,-13.740481,-10.919004,-6.942391,6.379705,-12.989634,-6.524128
' female',82.832135,14.712183,7.626029,-8.298158,-0.713282,-0.78413,-10.883724,-16.017533,-10.484326,-11.04235,7.555681,-6.958282,1.813029
' female',82.936422,12.830074,4.614227,-9.338416,1.144847,-2.847628,-12.778984,-19.519117,-17.259102,-13.457601,13.494154,3.392262,7.910155
' female',82.135688,13.415725,6.891066,-7.332453,2.180512,-2.211016,-13.316594,-19.204102,-12.421424,-16.248354,6.820684,-3.614911,9.791623
' female',89.945643,12.312544,7.822681,-7.560248,-0.933349,2.632494,-12.752146,-10.731173,-10.078791,-9.942645,8.247898,-6.060513,4.485264
' female',105.192346,2.430271,-10.090391,-13.95877,0.056128,-3.016989,-9.289829,-0.089939,-8.305557,-3.784067,-11.402776,-4.700785,-9.229747
' female',107.492803,2.55913,-7.703288,-10.990666,1.746164,-3.0427,-13.762737,2.275188,-5.258626,-0.891499,-15.062244,-6.134869,-5.733071
' female',110.106806,3.2127,-5.279551,-11.02631,3.329041,-3.051718,-11.675432,2.813246,-6.404976,3.441113,-14.548934,-1.378856,-4.358606
' female',108.037112,3.465954,-7.049662,-9.444586,2.080565,-4.035526,-12.948409,1.092043,-8.983553,0.283933,-9.507568,-4.001446,-4.753208
' female',108.942936,5.393628,-5.021017,-13.480323,3.89756,-0.973022,-10.242869,3.782005,-4.298931,3.866597,-11.178863,0.545147,-4.038645
' female',91.594005,-1.562024,17.941068,4.307124,-4.031388,0.559311,-18.343279,-10.496201,-14.227766,-12.534872,-3.42424,-2.109097,1.445636
' female',92.975969,-1.795616,16.105819,3.828849,-6.171378,0.228107,-20.091637,-12.583886,-15.148958,-11.471266,0.369924,-0.168341,1.855823
' female',93.687342,-2.627115,19.814691,5.202266,-1.9398,1.204969,-19.994726,-10.215706,-13.632763,-7.107317,-1.42396,-4.795102,-2.08935
' female',95.027012,-2.275356,21.118708,0.93285,1.261758,1.089785,-14.692914,-8.617735,-12.59009,-8.313561,-0.817045,-4.064799,-1.232406
' female',92.660517,-1.350748,15.282062,0.280387,-10.258423,-0.398629,-19.520048,-8.724615,-9.888266,-7.344998,3.021425,-8.410761,-9.427861
' female',106.681038,-2.484917,4.201592,-0.801484,-14.86813,-4.011978,-3.374482,-7.293922,-11.328252,-3.020472,-9.868634,-4.717404,-3.308323
' female',109.609123,-1.503229,6.015479,0.874052,-13.622983,-2.620861,-5.232649,-7.858302,-3.450226,2.650841,-3.082374,-1.741026,-0.612285
' female',103.274509,-0.850916,2.180226,-0.761853,-11.908099,-4.642784,-2.66685,-9.717399,-14.173954,2.681467,-8.473782,-5.007572,-7.033862
' female',106.182825,-1.731407,3.277762,1.491174,-13.06671,-4.193437,-3.832194,-6.714456,-9.593918,-4.474372,-10.264272,-7.89988,-4.397316
' female',105.699062,-0.450579,5.335222,0.473325,-13.229417,-5.363162,-4.847801,-6.965309,-5.004436,1.175252,-4.743866,-4.09674,-6.395495
' female',98.042704,10.360709,-2.217911,-16.123451,-4.267081,3.789546,-11.042683,-3.376892,-15.06847,-0.297545,-8.966678,-9.195457,-6.672652
' female',98.107616,11.327795,2.435163,-16.617761,-2.03076,2.142725,-11.473712,-4.160946,-13.277203,5.67219,1.709736,-1.695156,-3.34387
' female',99.090012,8.354186,-3.236107,-16.939481,-4.181349,3.145456,-11.56654,-6.836476,-14.482496,1.142457,-9.639443,-5.879573,-5.417777
' female',97.479684,10.769967,0.75699,-17.491347,-4.079128,2.897274,-12.793798,-3.706384,-11.194201,5.850535,-2.027771,-5.781782,-7.483026
' female',97.933285,7.169635,-4.012576,-18.855885,-1.750386,1.059312,-12.911353,-7.358165,-13.875996,4.493702,-9.224936,-4.610918,-10.227874
' female',86.756492,-1.009044,-10.888036,-11.164572,-0.840989,-13.212383,-15.818874,15.75616,30.413255,15.345186,-19.895532,-12.708162,4.526222
' female',84.736508,4.570159,-4.29282,-16.900073,-5.223477,-3.110197,-13.03656,-15.694492,-13.802937,-2.443707,34.714236,30.251563,12.537879
' female',86.861833,-0.225221,-9.177257,-16.033546,0.524129,-6.58517,-21.94302,-7.650393,17.58481,34.176731,17.456318,-21.594788,-7.886083
' female',85.298325,3.230412,-8.465995,-17.697346,-0.807502,-3.881637,-17.830329,-18.241168,3.343776,25.210328,37.932597,-3.105891,-12.343818
' female',81.216008,6.266288,-1.147507,-15.99411,-5.454823,-5.456121,-9.965794,-11.982592,-14.888563,-17.979603,7.126945,24.497261,38.84262
' female',88.018829,-3.406605,-10.533731,-12.667368,2.182217,-9.921591,-20.818391,14.953791,26.811809,22.006031,-18.94179,-13.1897,1.226494
' female',88.622209,-1.635838,-9.911454,-16.714975,5.089642,-6.530579,-18.732134,-7.682506,5.734394,37.285554,19.555461,-15.680282,-12.788527
' female',94.290609,-1.985452,-8.75404,-16.182358,0.045055,-2.881898,-12.445171,-10.850977,-18.274613,3.173752,15.768875,32.721772,20.249527
' female',91.026783,-1.628701,-9.708688,-16.675655,4.820054,-4.892886,-17.634811,-11.680363,-6.913934,29.72973,29.424475,6.492809,-17.624447
' female',91.883494,-0.740825,-9.498543,-18.031171,6.066754,-4.306495,-14.410114,-5.895542,-6.864893,-12.703139,-16.743695,12.55716,37.533097
' female',93.119014,-7.768185,0.433516,-1.692062,-16.541405,-9.167119,-10.025297,-18.228729,-2.711535,15.273852,37.529398,22.118668,-15.040787
' female',93.623327,-8.013685,-1.776671,-3.273686,-14.963081,-10.727613,-10.851265,-15.921687,6.209333,27.319312,35.249868,-5.39331,-21.613576
' female',91.664032,-7.706406,4.492118,-1.110249,-18.399204,-5.820998,-12.330554,-14.637096,-11.133219,-8.642448,12.659157,39.072145,26.076086
' female',89.402367,-7.971696,11.453419,0.405006,-16.867948,-6.391094,-15.678677,-11.665958,-13.00715,-15.295785,-4.397897,9.167013,28.418809
' female',93.099083,-9.79653,-4.922254,-1.304314,-18.432228,-10.871239,-8.652743,5.368757,23.270182,29.324837,-8.703918,-26.348763,6.357781
' female',93.768791,-7.981062,-3.512263,-4.097182,-12.415665,-12.962087,-11.799445,-10.930488,6.54981,31.886706,32.600046,-16.459872,-17.783353
' female',99.155045,-9.576445,1.59643,0.068343,-15.812799,-8.09963,-5.314044,-10.597159,-17.844306,-12.314958,-6.78274,8.058281,34.079373
' female',93.768918,-9.889325,-6.828771,-1.088932,-14.386568,-14.96504,-3.996169,4.932478,23.067668,30.249847,-14.617868,-21.661756,6.771435
' female',94.439331,-7.395211,-4.412415,-3.81276,-12.695569,-9.72573,-10.528014,-17.291611,-6.21581,22.472755,38.32707,12.961212,-14.699297
' female',95.481601,-8.340042,0.08196,-0.956561,-18.917599,-5.93186,-4.092117,-16.812896,-20.27969,-1.814108,21.39087,32.950855,26.448037
' female',88.049802,0.171418,-9.944858,-18.344599,3.444903,-3.118286,-15.858344,-13.247501,-6.660985,29.58615,31.252467,4.252946,-17.96632
' female',91.332257,1.615622,-4.465149,-19.362407,-1.281769,-3.556127,-9.628484,-6.740825,-18.935714,-9.532135,-7.634294,15.62179,35.614215
' female',87.471845,-0.500631,-10.203989,-16.06159,2.737944,-5.307775,-21.005297,-6.394745,11.47667,36.131986,15.624336,-15.844467,-12.94006
' female',90.012554,0.892627,-6.049904,-20.932756,0.365086,-3.266712,-6.621122,-14.031397,-20.066173,3.411865,20.253531,33.228119,10.672319
' female',88.430966,-2.570889,-8.949531,-13.395161,1.485169,-11.878483,-17.731626,14.920062,28.78795,18.125771,-20.660682,-10.632993,-0.036404
' female',80.618783,7.387135,1.1163,-13.738355,-0.893009,-10.499619,-9.306172,-13.379408,-14.85197,-14.571236,-4.594871,1.611926,30.756177
' female',85.54865,8.82975,-0.003155,-12.682592,-5.090098,8.418681,-7.789121,-13.159438,-19.724289,-18.809393,-0.117033,-10.794091,-3.80001
' female',83.15634,8.193482,-1.722359,-11.503599,1.369544,0.938238,-16.438928,-18.996754,-14.806494,-7.596975,-2.660876,-21.447874,-1.426618
' female',83.859623,8.156633,-1.458995,-10.765884,0.079071,6.724503,-13.916269,-19.716527,-20.462144,-9.515828,0.784878,-17.904796,-11.292206
' female',87.224293,9.597986,3.672007,-12.067721,-4.271382,0.697049,-7.482205,-13.983852,-8.263046,-16.977402,1.000349,-18.624455,-4.007448
' female',92.704631,2.195502,-13.209736,-15.756953,8.22208,-9.021308,-12.260917,-7.997893,-5.068566,-11.772533,-18.647643,-0.428104,29.438029
' female',95.431978,2.692405,-10.126017,-16.896805,4.560277,-6.416941,-9.539912,-8.886117,-11.244774,-0.191977,-14.095689,-22.209939,-11.397589
' female',102.240282,0.502978,-10.006532,-11.054784,-0.199012,-1.826808,-14.517736,-1.835975,-13.110931,-1.631163,-16.278231,-9.097906,-8.5572
' female',96.975287,2.821281,-9.62342,-17.0771,1.824689,-4.321728,-11.324905,-7.132923,-9.008809,-5.30213,-10.578345,-14.752382,-17.469643
' female',105.460512,0.123286,-9.112933,-12.378411,1.263842,-2.847651,-12.382519,-1.385165,-11.634119,-4.272944,-11.90291,-7.363209,-10.944983
' female',96.195129,-8.438508,9.321601,-0.155525,-12.081732,2.651723,-15.034856,-12.073435,-17.616631,-15.341856,-4.351846,-10.403576,-12.828571
' female',94.428465,-9.860806,10.507635,2.433268,-9.176613,2.032285,-17.067572,-18.10697,-15.686634,-15.034077,-3.080947,-11.162289,-13.315077
' female',94.924996,-6.396393,14.567235,1.934868,-15.540809,-4.687472,-14.052909,-3.958078,-12.009383,-8.165773,-6.644722,-13.687081,-14.710525
' female',94.672307,-6.742357,16.943534,2.07868,-8.81136,-3.633958,-20.870737,-10.320233,-10.179839,-6.388497,-0.708506,-7.136962,-14.436225
' female',87.147042,-4.487792,11.04407,-2.406649,-14.409167,-4.282255,-18.007639,-9.599899,-12.921996,-18.514542,-4.033205,-0.83355,15.42413
' female',104.657403,-6.358596,-3.320683,-4.846395,-13.122556,-4.216494,-1.482689,-15.124104,-14.241054,-1.209242,-12.457612,-16.315292,-15.250049
' female',104.831205,-5.128015,4.074536,0.552218,-15.723813,-7.831501,-7.090022,-8.895269,-7.975304,-1.947547,-6.360814,-4.870899,-5.700786
' female',101.5188,-6.230301,-4.706417,-3.259062,-13.748413,-5.199258,-4.678289,-16.077509,-7.638241,-7.485556,-18.00483,-8.162903,22.499166
' female',105.569095,-7.095027,-3.047119,-0.696506,-16.301332,-3.50343,-2.71981,-10.612987,-16.757054,-3.210019,-8.207001,-12.042838,-17.846226
' female',103.350032,-6.595839,3.855633,-0.641551,-19.287996,-8.94912,-1.357413,-5.294608,-13.084303,-3.766193,-8.926651,-5.757271,-9.951395
' female',93.231655,4.947319,-7.06228,-19.554721,1.606318,-2.095387,-12.413941,-7.538238,-15.159856,-2.003514,-9.892974,-14.582296,-22.322571
' female',95.65248,6.549859,-0.501917,-19.109877,-3.962006,-1.659542,-13.550775,-6.343596,-12.834399,2.502559,-6.455432,-10.222334,-9.057545
' female',91.047046,5.049245,-8.4152,-19.980967,5.59245,-1.40153,-12.777213,-11.188569,-11.392733,0.390032,-13.762314,-16.913763,-17.660136
' female',93.426035,5.902172,-3.608041,-19.373393,-4.202682,-1.580044,-9.644136,-5.600259,-13.45531,-1.071499,-12.550761,-8.364332,-9.637834
' female',91.197151,3.039521,-8.375715,-20.561555,8.406659,-4.770607,-15.663312,-9.888112,-4.390467,-8.292985,-21.52322,-2.466106,25.509933
' male',99.696332,-1.563819,11.949273,-16.060062,-14.013355,2.746736,-19.495963,-0.75643,-11.008708,-13.020961,1.296979,-2.963804,8.569356
' male',102.936214,2.706475,9.840814,-12.803855,-17.322954,6.442434,-18.857785,3.72698,-6.732352,-13.013408,1.800747,-5.3911,2.705572
