@relation cepstral_vec_all.txt-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute ' sex' {' female',' male'}
@attribute ' dim1' numeric
@attribute ' dim2' numeric
@attribute ' dim3' numeric
@attribute ' dim4' numeric
@attribute ' dim5' numeric
@attribute ' dim6' numeric
@attribute ' dim7' numeric
@attribute ' dim8' numeric
@attribute ' dim9' numeric
@attribute ' dim10' numeric
@attribute ' dim11' numeric
@attribute ' dim12' numeric
@attribute ' dim13' numeric

@data
' female',95.250732,-8.139506,16.091446,4.416123,-15.116239,-6.451281,-12.857604,-11.169305,-0.261138,-12.04862,-2.019218,-21.786125,-12.831057
' female',97.584388,-12.896439,6.798515,1.52989,-14.180576,-10.610469,-8.846653,-18.52804,-4.702058,-16.973866,-3.781263,14.57654,35.22123
' female',102.881872,-13.452234,0.612548,-0.862667,-9.087036,-13.329305,-2.866001,-10.452017,-13.917138,-8.523024,-13.858524,-13.085694,27.138072
' female',103.105947,-6.433693,3.060648,-1.876978,-17.057396,-8.594457,-0.851001,-10.756429,-8.059528,-0.621855,-7.331475,-17.56243,-5.904916
' female',101.269467,-14.229941,-0.194883,-3.419141,-6.423936,-16.764721,-0.429857,-9.617178,-21.39096,-6.676974,0.324032,19.371148,40.783531
' female',103.757081,-12.513133,-0.731221,-1.036809,-9.71014,-12.729569,-1.198483,-10.094315,-13.501966,-3.95472,-13.474625,-23.699074,8.553369
' female',106.201135,-10.573212,2.594216,-2.901389,-15.369855,-10.126637,2.204362,-9.564556,-12.508879,-2.915776,-5.278705,-22.130389,-12.112566
' female',95.681767,-1.377793,-3.072027,-18.21683,4.168232,-6.769311,-7.051526,-15.653475,-11.134652,-2.931297,-14.002235,-22.25513,7.276897
' female',89.862537,7.190205,1.904615,-20.442352,-5.570944,-8.414298,-3.519877,-5.285481,-11.395165,-5.375929,-4.285298,-10.91384,-5.929756
' female',96.949944,-3.442363,-2.556696,-18.775303,4.701639,-9.623505,-8.145384,-14.216411,-12.448106,-5.692429,-18.311152,-8.974482,24.235762
' female',93.131766,2.908706,-2.701779,-21.522262,-0.868383,-0.176974,-2.344925,-14.309744,-14.580045,-1.350924,-2.115279,-19.268137,-18.525346
' female',97.382933,-5.414189,-2.136664,-19.713631,6.617893,-12.532485,-6.830229,-11.390465,-18.229789,-7.248709,-4.710088,30.361317,36.102534
' female',85.964606,-7.605709,-4.564623,-19.907393,2.742509,11.135886,19.990898,-12.126151,-25.666613,6.003432,15.21468,-3.42655,25.686827
' female',87.066295,-5.903898,2.718322,-21.710001,-8.223683,-11.412745,8.714561,23.850907,17.549727,-13.352135,-26.391314,7.833185,-12.689393
' female',87.879332,-7.494198,-2.419154,-20.579617,-5.583965,4.985827,19.147837,16.832708,-24.181385,-18.340041,8.066305,2.193103,5.072466
' female',87.731888,-7.447106,-0.110799,-21.211999,-7.1584,-0.20324,16.720291,24.177414,-11.883212,-25.112139,-1.142854,4.111509,-5.802743
' female',83.914706,-2.039242,1.006221,-18.891704,-3.040003,-19.557724,-3.749514,11.565928,26.895279,22.900298,-26.770847,-11.229408,3.04621
' female',89.496369,-11.317173,-4.14081,-18.152389,2.202757,10.093203,23.550498,-15.913552,-27.34675,12.455363,12.08137,-3.579407,23.79162
' female',91.5232,-12.219997,-2.522629,-17.981127,-3.88015,-1.140938,24.751536,17.768908,-28.976659,-15.777875,9.544236,0.403073,6.929256
' female',92.142846,-10.440338,-1.221184,-17.457565,-1.73036,-15.898795,8.32893,25.789239,18.136286,-19.70638,-23.497771,10.772177,-13.131712
' female',93.25876,-11.91994,-1.629459,-18.883256,-4.245318,-9.404952,18.250692,29.019573,-7.164853,-27.980261,-3.859021,8.534908,-11.547767
' female',93.99916,-9.693274,-3.560751,-14.65401,3.847048,-24.700716,-5.340846,4.7631,28.294949,27.405982,-18.637106,-14.882558,0.676835
' female',92.518383,-11.23783,-1.739194,-13.61654,-14.556235,-1.773621,19.89942,21.762558,-2.774384,-30.453134,-0.457843,2.370583,-9.198991
' female',91.26617,-10.876919,-3.902519,-12.962092,-11.847936,2.773303,23.361222,17.146272,-21.330029,-22.440293,10.621592,-4.210343,5.746996
' female',91.594917,-10.321974,0.309369,-8.358543,-22.321363,-4.201906,10.774886,16.753969,21.477158,-11.88896,-24.274832,1.458293,-5.099183
' female',91.230851,-10.62419,1.558931,-1.187962,-28.19863,-10.224472,4.293994,3.854813,25.763185,17.309104,-5.060518,-26.26268,5.746834
' female',89.157202,-11.139853,-6.903763,-8.900946,-4.366797,9.349548,26.006077,-14.867818,-28.107945,11.591221,11.169979,-4.00618,27.558424
' female',92.691154,-12.425657,-4.551669,-11.248657,-8.386639,-0.923372,24.078746,18.441661,-26.400194,-17.851255,9.967786,-3.401724,6.680005
' female',92.752893,-12.642565,1.650578,-5.297856,-15.390046,-20.161771,4.338461,6.708766,18.933947,28.979937,-15.282077,-20.194624,3.968463
' female',89.413286,-10.621738,-6.385501,-11.498529,-2.61352,10.540957,22.949863,-12.570659,-28.833986,11.24856,11.479283,-3.065846,26.04426
' female',92.850003,-12.369457,-1.83679,-13.499676,-10.320628,-4.920941,20.203349,25.326422,-10.649025,-29.449669,3.6612,1.538132,-9.410009
' female',93.859022,-13.177899,1.68896,-12.9449,-15.04921,-8.778148,9.029108,23.788799,16.865386,-13.893865,-26.427134,8.729786,-10.389854
' female',89.174233,-9.259303,-0.991555,-20.181645,-6.099149,-1.834852,18.702463,24.183264,-16.296243,-23.83849,1.441404,3.492002,-4.484855
' female',84.567397,-3.153709,0.852603,-17.4683,-5.243924,-18.037738,-5.109888,9.91725,25.105867,25.149221,-22.382497,-14.242528,3.327893
' female',89.274591,-8.704967,-5.037571,-15.614381,-5.761657,0.901437,25.181661,14.395213,-30.814315,-11.964247,9.837074,-1.815393,10.751149
' female',87.563065,-7.509007,2.688659,-22.460576,-7.912603,-8.618987,10.29536,26.353108,9.362508,-18.874941,-20.367209,7.673299,-13.945944
' female',89.773867,-11.68955,-6.169229,-12.878567,-0.601607,8.514824,24.159603,-14.836987,-25.968086,11.279426,8.798247,1.396978,20.018326
' female',85.994086,-0.985529,-8.162177,-10.587635,-3.419824,-17.200367,-10.760215,10.927815,31.695592,22.34005,-24.873205,-15.235915,7.16679
' female',83.770245,2.84888,-0.421485,-14.151988,-3.511108,-13.371844,-7.6407,-17.031041,-13.501739,4.707157,30.037615,36.635901,2.838954
' female',86.298953,-0.439773,-5.6942,-15.785886,0.336434,-13.599073,-16.354141,-6.682117,16.422376,40.28557,10.702521,-23.046942,-10.696281
' female',85.358019,1.436056,-4.636631,-15.294698,-2.328634,-7.647516,-16.553559,-17.672953,8.326515,29.317936,33.397178,-6.653086,-18.07111
' female',84.812144,2.515572,1.222043,-12.28249,-3.021426,-11.493339,-8.32994,-14.15396,-10.546354,-18.657144,-2.308966,15.266947,40.885514
' female',92.698848,-9.271808,-5.348207,-13.826896,6.807405,-20.272988,-7.129683,7.40191,28.208524,23.565913,-24.991888,-10.478754,4.949887
' female',98.094748,-11.061443,-3.478867,-15.677459,7.419762,-19.285127,-8.61213,-13.478755,0.553964,32.770508,25.117546,5.752561,-26.429743
' female',97.52423,-9.10013,-6.790953,-12.926485,8.747334,-17.979137,-6.192371,-8.448314,-10.947826,-7.384834,4.21053,42.768761,23.75069
' female',98.895267,-10.064475,-5.358295,-15.581389,7.301522,-17.913075,-7.515235,-15.053899,-9.267063,18.109395,28.358113,30.466044,-17.302913
' female',100.069408,-9.295577,-5.098339,-15.425803,10.079387,-17.859937,-5.175267,-10.265197,-8.143816,-9.747846,-22.649449,12.727807,34.208488
' female',96.449792,-14.369606,5.034795,-0.661644,-17.405266,-15.296551,-6.90215,-15.545212,5.276098,18.360919,29.33121,14.142373,-15.893157
' female',96.642532,-14.408229,3.573352,-2.300064,-16.183905,-16.529477,-5.094923,-11.096583,11.232531,27.043827,23.482864,-5.856799,-18.612461
' female',97.264465,-13.803951,7.577999,0.007777,-14.379542,-14.364864,-9.117137,-15.910333,-4.730101,-2.958842,21.655599,35.690522,14.649447
' female',97.84237,-13.880251,9.46822,0.770467,-14.196202,-10.49497,-7.457594,-17.141925,-7.054046,-16.712792,-4.696432,12.06655,32.932431
' female',93.56438,-13.480713,-0.81284,-2.260737,-16.598603,-18.521798,6.252789,2.758368,23.107696,24.038796,-10.685688,-21.095711,3.334058
' female',95.494205,-14.433968,-0.263648,-4.906893,-5.869775,-24.360508,-3.278452,-1.489339,2.389446,33.947506,22.509661,-16.198389,-14.928382
' female',103.093603,-14.389567,1.994974,-4.50253,-5.568516,-16.458116,1.871875,-10.468693,-19.011154,-10.383859,-8.835274,8.811026,38.089429
' female',94.629335,-13.298281,-0.540245,-7.857382,-11.428416,-20.365451,0.435415,8.873579,24.173123,25.12246,-22.21749,-18.402222,6.814054
' female',96.716255,-14.082374,-0.2545,-6.451481,-2.479822,-23.516885,-6.006475,-5.534066,-2.122882,29.61997,31.553437,-3.807409,-22.922353
' female',100.935047,-14.607396,1.353072,-7.155772,-3.930524,-18.561738,-3.110386,-12.691308,-18.726993,3.175123,20.586069,37.262137,18.28811
' female',92.62655,-6.694215,-0.489376,-23.162044,7.804301,-11.328056,-11.978569,-15.068916,-9.57857,34.011522,27.531109,14.494224,-25.643121
' female',97.009024,-5.893134,2.619288,-21.401499,6.950909,-12.04082,-5.219559,-11.366337,-15.200639,-9.43724,-18.941447,14.397124,36.629454
' female',91.817157,-5.952855,-4.117681,-21.572924,8.978734,-13.584412,-12.647204,-11.868529,3.193052,41.958766,16.698741,-7.877145,-21.690869
' female',96.451728,-6.469087,-0.456341,-23.883734,6.289049,-12.937583,-4.368887,-14.371178,-20.605226,2.832103,15.991777,43.938606,12.616427
' female',91.247371,-7.452533,-2.648157,-15.786371,0.008728,-18.29492,-9.462879,9.666195,29.602957,26.833223,-28.44391,-14.053616,6.619217
' female',84.290816,3.013782,0.448261,-12.196305,-5.195645,-6.372458,-16.920107,-9.734931,-17.583684,-1.057381,27.454712,34.82482,15.965893
' female',87.631351,2.663609,4.956696,-10.116914,-4.063938,-0.588833,-17.486309,-9.098333,-9.496011,-12.422698,-8.477924,-14.981919,-4.144769
' female',83.499648,4.084847,1.548931,-11.369686,-3.14028,-6.887911,-15.27167,-7.054145,-14.405151,-15.546918,-0.938658,18.750997,42.493023
' female',85.088676,2.890116,4.207272,-9.556728,-2.845588,-3.23514,-20.153295,-8.488114,-11.651046,-14.397306,-7.549411,-2.557108,29.60692
' female',89.063469,5.902894,5.736911,-11.811601,-9.797114,1.84917,-12.629668,-7.439339,-10.636686,-12.176515,-3.316509,-9.256011,-13.342926
' female',96.078878,-4.81723,-2.948074,-20.846959,3.120923,-2.195697,-10.031752,-9.106091,-19.8653,-3.296829,14.249189,35.485192,18.833415
' female',96.746429,-3.949536,-3.059308,-20.513569,3.890425,-1.378742,-13.726876,-1.105367,-10.457173,-12.085556,-20.403823,14.23554,44.56637
' female',98.06414,-2.162701,-6.547031,-20.266891,1.909952,0.050693,-14.046326,-3.494302,-7.783682,1.676764,-14.907663,-19.973191,-10.366045
' female',96.152994,-3.308944,-4.759088,-19.640443,4.690951,-0.80493,-16.667806,-4.62926,-7.039433,-5.310191,-24.619057,-5.059529,26.901126
' female',100.478976,-0.904009,-4.241488,-19.157805,-0.099207,-0.380583,-12.829168,-2.699956,-6.389829,-2.438157,-8.15146,-11.037702,-12.032705
' female',90.594299,-8.865822,10.695115,1.92303,-11.577964,-5.365085,-22.190376,-14.036889,-9.600789,-11.00501,-2.741717,-0.370069,30.850629
' female',91.14311,-8.501926,8.122522,1.953005,-15.249733,-8.382042,-16.038449,-14.832487,-7.587221,-8.360452,-2.199609,15.875147,34.960888
' female',94.598189,-11.735398,11.587348,3.093224,-11.36597,-0.814381,-18.356631,-17.238424,-11.382805,-12.812849,-7.434817,-7.851217,-1.007798
' female',97.375749,-11.244012,12.792288,1.518509,-11.624537,0.00853,-14.448198,-11.766074,-11.024085,-14.938245,-11.183789,-8.757496,-14.428472
' female',90.942398,-8.582444,7.682735,-0.037916,-16.437938,-12.06887,-17.261431,-8.602512,-9.167299,0.492559,17.897461,30.770468,23.968486
' female',102.368111,-9.191141,-1.283422,-3.179543,-9.957361,-8.689178,-3.364758,0.033254,-21.77479,-15.88785,-7.278086,4.191588,40.469475
' female',104.289131,-6.517422,-1.123387,-2.967505,-9.645735,-14.027818,-8.231649,5.2598,-10.807786,0.137246,-5.799239,-17.4488,-12.154022
' female',99.16571,-8.385204,-3.823551,-5.248948,-10.365448,-7.60363,-8.084423,-5.2845,-25.425388,-4.252716,20.131383,32.255778,32.869369
' female',102.874123,-10.373084,-0.147607,-2.569354,-10.689767,-10.225595,-7.103975,0.906722,-17.205292,-15.126667,-9.088048,-8.112186,31.272012
' female',105.552176,-8.911004,-0.458527,-2.536862,-9.696572,-11.515091,-5.897776,3.179698,-14.116973,-6.040787,-8.988328,-23.471254,2.10474
' female',97.849929,-0.909373,2.37972,-20.389659,-3.661654,-1.110023,-10.942894,-4.364617,-14.87058,-6.228096,-12.504622,1.705217,23.143586
' female',95.077268,3.01309,3.97605,-19.781968,-7.117212,2.095698,-10.002477,-1.596194,-13.498953,-1.401178,-6.02748,-10.936563,-18.352526
' female',93.906731,0.132927,2.329444,-19.813388,-3.492142,-0.216841,-9.958749,-4.73112,-19.823882,-8.643954,-7.062185,19.294811,31.582714
' female',97.941703,0.055687,2.24854,-21.682174,-4.274121,1.514956,-13.104777,-5.656861,-11.966767,1.143843,-13.166963,-18.042244,-4.351407
' female',88.394474,0.997288,-0.907287,-20.405012,-1.518629,-3.804036,-10.732434,-10.838618,-23.241938,-2.384599,21.55243,41.4335,16.446214
' female',83.133147,-2.231236,-9.133771,-15.606947,1.223606,8.526123,24.911629,-13.538754,-25.59486,6.419919,10.584158,1.736835,22.746226
' female',83.683727,0.113133,-8.808054,-13.759999,-1.510149,-17.363203,1.25468,34.438836,14.847391,-14.779196,-22.983798,5.843106,-13.339202
' female',84.512342,-2.516819,-5.444878,-17.880268,-3.866217,-0.006375,23.294386,18.388733,-28.887236,-10.533168,-0.805803,5.213558,2.903661
' female',85.379869,-3.721344,-1.857786,-18.70057,-0.978303,-9.683235,20.99419,27.21148,-12.584415,-22.425884,-3.442876,-0.002314,-6.841485
' female',84.718408,-0.194039,-4.024563,-17.286201,0.413427,-17.585252,-14.313934,19.531148,28.038228,17.683797,-24.826646,-9.267575,0.054832
' female',84.938998,-4.03807,-8.238339,-17.275914,4.645111,7.259651,21.782254,-12.291431,-24.430772,3.758791,10.503658,2.825998,22.500554
' female',84.920069,-2.943892,-4.892304,-19.434381,-2.831282,-0.629097,23.253379,16.465256,-29.129713,-11.00372,-0.867429,4.754442,4.646418
' female',86.515491,-2.915393,-3.161618,-17.251356,-3.055919,-15.235661,3.037572,32.321308,13.758131,-16.478308,-23.922592,7.445196,-14.082316
' female',85.64019,-4.431071,-1.804209,-21.681868,-2.218558,-8.235846,20.114235,26.392248,-16.279294,-20.0018,-5.595606,2.71563,-4.547529
' female',86.467982,-2.093837,-6.124866,-16.077733,2.683303,-16.464232,-14.585819,16.105791,28.948809,21.483646,-27.768201,-9.510531,1.283549
' female',88.642132,-7.811342,-4.970168,-13.393926,-5.852711,-8.651275,19.459247,28.788831,-15.341112,-23.036058,-2.378596,2.609555,-10.034671
' female',85.889967,-4.663642,-5.876108,-17.27803,-3.113026,-2.15735,25.670545,18.343281,-29.707844,-11.29205,2.35258,3.119204,3.510077
' female',91.510187,-7.791289,-0.835425,-12.302215,-12.77268,-12.542188,4.552468,26.581577,18.476375,-5.664951,-28.968706,3.034748,-4.619628
' female',93.026219,-8.999123,-0.44148,-5.214797,-13.553551,-20.113357,-0.680236,8.412628,15.775651,34.858188,-14.744369,-23.158259,4.246921
' female',84.317445,-3.572894,-9.222642,-16.03523,1.085423,10.258271,23.244172,-13.58948,-26.245413,8.297849,8.384794,2.607976,19.614095
' female',87.075285,-4.927833,-9.045241,-12.192539,-2.889497,-7.427319,29.760157,18.381085,-31.225611,-11.269693,0.01666,3.771567,0.881205
' female',89.231249,-3.986597,-2.867488,-8.466718,-9.644512,-20.392099,-0.480726,11.091638,24.755608,22.438486,-24.473546,-17.390449,10.44238
' female',85.591593,-3.798151,-14.564729,-3.288249,-6.309535,6.500131,31.940281,-14.790574,-28.742501,6.570732,5.811025,3.422052,19.486692
' female',89.857784,-7.790977,-3.787714,-13.821719,-2.474519,-11.447995,21.051451,30.401964,-17.772685,-20.818211,-4.43052,2.046448,-8.328678
' female',87.974267,-4.823953,-2.924949,-14.277891,-9.003518,-12.369059,4.962151,29.978316,14.621435,-13.384815,-24.611399,7.001588,-12.200333
' female',84.576231,-3.215739,-1.830666,-21.925125,-2.567668,-6.934591,18.921663,26.061355,-12.47473,-19.925929,-6.83788,2.434837,-5.146954
' female',85.408816,-0.648277,-2.058874,-18.260421,0.271663,-16.803524,-12.58426,14.42374,27.424094,24.003872,-24.678121,-12.59765,0.425231
' female',82.998194,-1.296018,-5.425928,-20.926461,-2.016739,-0.316248,25.10985,13.162846,-25.118113,-13.873537,1.079176,4.186832,6.077026
' female',86.500174,-2.908926,-1.509816,-18.51835,-2.844343,-14.401074,2.876764,31.255528,14.758389,-13.698262,-24.254677,4.348223,-12.685362
' female',81.110002,-0.263931,-10.891261,-16.306581,2.352645,9.111459,22.874865,-14.883021,-23.303342,3.965847,11.834274,2.389897,19.477468
' female',79.156388,4.102408,-2.265537,-18.589308,-3.044389,-17.096145,-9.722154,9.932667,24.863278,26.713572,-17.572751,-13.32087,-3.375191
' female',84.289971,1.62012,4.412763,-17.310293,-4.890051,-7.456117,-16.837865,-6.354498,-22.730364,10.504921,23.865059,36.971777,5.665732
' female',81.967769,2.7753,-0.651536,-18.609693,-0.527389,-13.790135,-14.956993,-9.804805,13.761084,37.712411,16.949751,-14.393916,-18.550287
' female',82.265169,2.868947,1.820311,-18.393273,-2.971365,-10.524743,-16.026276,-11.527439,-6.393035,29.95216,29.281641,11.041211,-16.540062
' female',82.630868,3.625332,4.89829,-15.443003,-1.647666,-8.739984,-17.624417,-0.715097,-22.800195,-7.569149,-5.762706,27.090414,36.645271
' female',87.391036,-2.378432,-6.300714,-16.923575,7.005243,-17.302436,-15.603915,10.625081,29.346871,24.114872,-20.743277,-13.818579,2.327449
' female',87.420305,-2.488518,-6.584461,-21.043981,8.848037,-5.52936,-16.517348,-11.727694,13.61652,35.42382,11.934159,-14.159476,-14.413035
' female',95.809607,-4.715343,-2.469309,-21.883317,2.001113,-4.168774,-12.550035,-8.338092,-22.078409,1.931294,19.926438,39.056841,8.088676
' female',89.769741,-3.406283,-4.44833,-23.613801,7.650103,-3.481469,-14.288265,-14.068625,-6.667494,33.046562,26.390587,6.195814,-22.056542
' female',97.764117,-5.563978,-1.583769,-18.999298,2.427381,-5.555956,-12.091058,-3.628795,-15.88938,-9.570201,-15.126608,19.927611,42.189908
' female',92.645061,-9.546064,5.867826,-4.443222,-14.125922,-17.434792,-11.628205,-6.546416,-3.97555,24.891874,28.878156,11.216069,-16.431202
' female',93.376686,-10.267275,4.854595,-5.896101,-14.920409,-16.380893,-11.315101,1.305348,3.800778,34.029372,23.341876,-19.218596,-13.686975
' female',94.220583,-11.231502,8.287428,-2.82968,-13.997531,-13.538398,-12.708832,-10.120906,-10.963139,3.975996,20.432267,33.116468,16.733898
' female',91.116061,-10.831653,13.259199,-0.010392,-10.429699,-8.927743,-19.786481,-13.95913,-9.030684,-8.095074,-4.557355,9.990211,31.212604
' female',92.145233,-9.19929,-0.339016,-5.939542,-14.582384,-18.235088,-2.632118,7.901017,20.006463,31.553971,-15.203758,-23.100564,7.130432
' female',94.07074,-9.498178,-1.992016,-5.214112,-7.884344,-20.411294,-11.88986,4.049573,0.345991,35.993076,25.313173,-23.043427,-11.064146
' female',100.007934,-9.742561,1.178778,-4.394563,-8.487212,-16.287804,-7.475906,0.883379,-25.439807,-9.292976,-2.277175,11.109721,34.323628
' female',89.343361,-6.027774,0.208013,-10.884003,-8.003155,-19.956133,-4.441294,11.659325,21.398505,27.289839,-15.204141,-22.749992,6.603121
' female',95.520761,-10.270997,-1.201949,-5.556002,-4.385837,-20.40775,-11.12234,-4.878021,-8.543869,24.822702,38.54792,4.077612,-21.578096
' female',98.589682,-10.929002,1.352176,-7.664691,-5.602856,-14.318573,-11.309721,-5.156869,-22.378971,0.714059,24.784298,36.8976,19.95319
' female',86.173693,0.542138,-0.817588,-20.653026,1.289372,-7.168622,-16.266558,-16.016101,-6.021651,36.122855,29.925291,6.274445,-23.513275
' female',89.153316,0.365282,5.943437,-19.147347,-3.988896,-4.385587,-11.736051,-0.880804,-24.820697,-11.664624,-11.584341,24.802814,37.914094
' female',87.686591,-1.870414,-0.916878,-19.430074,2.138204,-12.296685,-16.499703,-7.474612,8.337989,43.293414,15.265344,-16.103705,-19.707868
' female',88.818286,-0.339933,2.538586,-22.770819,-2.458008,-1.645049,-11.658886,-12.337595,-25.2948,9.677438,23.277172,38.665067,6.618072
' female',85.359472,-1.898719,0.6542,-18.874423,-0.108742,-17.86771,-10.392765,11.619952,25.880367,27.721571,-22.828003,-16.294626,4.558455
' female',91.432547,-4.609327,6.727566,-13.437477,-0.303544,-10.778466,-19.173981,-10.011291,-6.976558,-11.417761,0.135255,19.206489,34.947652
' female',98.682749,-0.054389,9.112192,-18.142193,-3.542957,-3.36814,-1.915354,-8.645661,-10.430934,-14.142154,-3.285681,-10.761036,-10.910017
' female',97.470247,-3.945102,6.318411,-16.562216,0.357192,-5.151063,-11.051113,-10.108472,-8.522871,-15.298592,-11.037502,-11.297851,14.179206
' female',98.425308,-2.782425,7.507289,-16.854617,-1.199658,-3.438439,-9.635016,-12.535732,-9.242029,-12.807342,-8.488956,-14.903776,-2.169782
' female',99.702995,0.965567,7.410857,-20.455937,-5.872523,-5.605919,-0.245719,-6.68864,-6.019821,-13.859754,-1.265189,-7.388734,-6.058837
' female',104.747169,-10.237283,-6.455773,-16.477494,3.532944,-8.848966,-7.383853,0.349264,-11.95745,-11.100265,-14.731993,22.421531,28.75538
' female',106.302303,-9.638886,-7.2044,-18.569543,3.143467,-7.297042,-5.325418,2.295342,-6.919536,-5.255127,-22.826774,-6.407025,0.983907
' female',108.506337,-6.74621,-6.598304,-18.480833,2.029315,-5.488683,-7.06539,-0.283338,-5.670415,-2.038208,-15.370293,-3.905567,-14.975311
' female',106.6404,-8.442877,-6.462536,-19.106768,3.509876,-6.107981,-7.098315,1.564106,-5.788474,-2.795662,-22.17726,-6.649901,-8.246705
' female',108.516271,-5.52508,-9.229781,-18.239738,-0.113559,-5.154285,-3.467059,0.927104,-3.801592,-2.859871,-11.785285,0.203292,-5.714665
' female',100.987519,-14.559805,12.642666,0.480485,-11.589793,-8.595365,-10.16314,-14.674618,-8.762335,-11.648774,-12.535396,-7.059728,4.582854
' female',100.055509,-16.696984,12.464551,-0.241001,-12.234039,-8.367571,-10.322275,-14.051154,-8.810533,-12.662285,-13.041486,-0.129971,15.488725
' female',100.7435,-13.390676,14.454706,0.551935,-10.681601,-8.874864,-9.312544,-11.468382,-7.405116,-11.373965,-12.374221,-12.763904,-12.243685
' female',101.777025,-12.792304,14.716555,2.796436,-11.562408,-7.354769,-8.745208,-8.901595,-1.698478,-8.974161,-8.012858,-12.891457,-15.063264
' female',96.735713,-15.401643,11.539913,0.260104,-13.564054,-12.657317,-15.354549,-15.287236,-4.900987,-7.038434,3.057096,25.293835,28.293125
' female',105.206527,-16.690818,6.504929,-2.423567,-12.21997,-10.758098,-2.044884,-11.598574,-8.297708,-8.263963,-17.684686,-4.330537,11.752251
' female',106.590849,-12.356279,6.654879,0.712475,-17.368099,-13.4519,-1.342189,-8.621585,-1.186762,-0.533334,-8.318248,-9.343558,-7.767501
' female',102.182018,-16.311643,6.988894,-0.575784,-11.973832,-13.890155,-5.096277,-14.234633,-9.521155,-8.12937,-6.413207,20.849856,32.301976
' female',106.351646,-15.84809,7.164777,-1.657348,-12.038821,-10.479546,-1.020638,-11.478411,-7.654505,-6.533312,-16.509514,-9.352392,-1.831771
' female',106.841644,-14.829462,6.508284,-0.999583,-14.252657,-11.003547,-1.644655,-10.046673,-5.931086,-4.743326,-14.349544,-13.064748,-8.774712
' female',102.761045,-6.248272,2.981708,-25.937953,-0.294898,-3.551333,-7.056358,-4.379821,-11.352172,0.943533,-19.145474,-11.07776,-7.329118
' female',99.907413,-0.91042,4.012315,-23.823855,-4.058861,-8.892815,-4.541774,-2.749303,-5.606831,3.278283,-7.159511,-3.401051,-14.402204
' female',101.069622,-7.448699,4.326059,-23.954569,0.79629,-3.032861,-7.484813,-1.377982,-11.832086,-2.619665,-24.489219,-7.187775,10.75087
' female',102.793472,-3.829968,3.98131,-25.435432,-1.801681,-5.987479,-6.402465,-3.444948,-9.625289,3.321031,-12.8327,-8.20398,-19.552893
' female',99.770176,-7.966574,3.983626,-22.310764,1.676595,-8.114797,-11.823756,0.226716,-15.157552,-7.511053,-14.263532,21.497719,32.599824
' female',91.884176,-10.855514,-5.832868,-17.911552,1.265567,2.478687,25.520726,2.843862,-28.436267,-5.276733,7.219927,-2.213749,22.293301
' female',86.336962,-2.862011,-2.874031,-14.608308,-6.641139,-14.781061,-5.046474,13.91414,34.610623,5.763243,-25.656581,-10.106165,3.002563
' female',87.527066,-6.332787,-1.247113,-20.36895,-3.360129,-10.052607,19.543934,24.378479,-3.912894,-27.668344,-3.896507,1.842736,-10.189908
' female',85.933369,-4.240891,-1.243555,-18.715459,-6.842869,-12.744856,13.165733,25.460765,12.020175,-22.559281,-16.805718,6.03495,-17.535765
' female',86.763608,-1.748599,-2.266885,-13.307856,-5.970089,-12.980517,-13.809502,-4.767216,24.394273,30.893438,5.49103,-23.049185,-8.298135
' female',92.557271,-11.769268,-5.149158,-15.353819,-2.043892,-1.59974,28.376919,9.876535,-29.218317,-12.220891,8.045894,-1.745566,13.097782
' female',92.01137,-9.513128,-3.016299,-16.83618,-3.9977,-11.99204,18.051877,29.271427,-2.870645,-30.02851,-5.587733,7.99932,-15.339289
' female',95.388184,-10.685971,-4.516487,-11.252329,-2.075663,-19.525828,-3.321409,16.384878,32.644908,4.066392,-30.971344,-2.285721,0.480717
' female',91.860863,-8.654323,-4.200748,-14.803804,-2.613002,-17.182415,12.811272,28.650111,12.390658,-27.526434,-15.658498,9.939877,-16.164079
' female',96.77273,-8.490985,-4.078243,-12.111085,0.912617,-15.835649,-10.486118,-4.471213,18.985382,32.357366,-0.466747,-22.621387,-6.94789
' female',90.346968,-11.915611,0.677565,-8.76644,-19.885624,-8.522405,13.129433,13.741441,21.939583,-4.301438,-30.657737,5.912374,-11.572757
' female',90.56192,-10.340783,2.085529,-13.848071,-18.462007,-3.679974,14.471107,20.024294,12.344024,-18.385109,-21.48114,8.922626,-16.63584
' female',91.920458,-11.469324,7.154982,-9.292365,-18.751429,-17.169996,4.26147,3.982985,21.564747,24.963875,-9.723404,-20.1052,0.803929
' female',91.900055,-11.275868,5.334871,-4.576125,-20.380827,-13.619077,-5.08439,-8.040859,11.919266,28.145157,17.594886,-8.861625,-13.506304
' female',91.975592,-12.654016,-3.436871,-11.797126,-10.974862,-1.369276,28.102395,15.027058,-22.610709,-16.38096,2.941088,-1.567354,5.758701
' female',90.506115,-10.182734,0.533103,-15.134893,-14.801112,-0.908796,20.279305,18.646913,-0.193002,-26.947182,-6.585786,5.662107,-11.180564
' female',94.328729,-11.51746,4.710719,-4.928495,-17.780611,-16.784987,-3.26627,-5.12992,12.957586,31.459716,13.886327,-15.405654,-15.57782
' female',92.637722,-13.543359,-3.185658,-11.410533,-8.913202,2.69189,28.54132,8.224346,-28.048836,-11.770719,9.133161,-2.898882,16.942281
