name, vowel, range, sex, dim1, dim2, dim3, dim4, dim5, dim6, dim7, dim8, dim9, dim10, dim11, dim12, dim13, dim14, dim15, dim16, dim17, dim18, dim19, dim20, dim21, dim22, dim23, dim24, dim25, dim26, dim27, dim28, dim29, dim30, dim31, dim32, dim33, dim34, dim35, dim36, dim37, dim38, dim39, dim40, dim41, dim42, dim43, dim44, dim45, dim46, dim47, dim48, dim49, dim50, dim51, dim52, dim53, dim54, dim55, dim56, dim57, dim58, dim59, dim60, dim61, dim62, dim63, dim64, dim65, dim66, dim67, dim68, dim69, dim70, dim71, dim72, dim73, dim74, dim75, dim76, dim77, dim78, dim79, dim80, dim81, dim82, dim83, dim84, dim85, dim86, dim87, dim88, dim89, dim90, dim91, dim92, dim93, dim94, dim95, dim96, dim97, dim98, dim99, dim100, dim101, dim102, dim103, dim104, dim105, dim106, dim107, dim108, dim109, dim110, dim111, dim112, dim113, dim114, dim115, dim116, dim117, dim118, dim119, dim120, dim121, dim122, dim123, dim124, dim125, dim126, dim127, dim128, dim129, dim130, dim131, dim132, dim133, dim134, dim135, dim136, dim137, dim138, dim139, dim140, dim141, dim142, dim143, dim144, dim145, dim146, dim147, dim148, dim149, dim150, dim151, dim152, dim153, dim154, dim155, dim156, dim157, dim158, dim159, dim160, dim161, dim162, dim163, dim164, dim165, dim166, dim167, dim168, dim169, dim170, dim171, dim172, dim173, dim174, dim175, dim176, dim177, dim178, dim179, dim180, dim181, dim182, dim183, dim184, dim185, dim186, dim187, dim188, dim189, dim190, dim191, dim192, dim193, dim194, dim195, dim196, dim197, dim198, dim199, dim200, dim201, dim202, dim203, dim204, dim205, dim206, dim207, dim208, dim209, dim210, dim211, dim212, dim213, dim214, dim215, dim216, dim217, dim218, dim219, dim220, dim221, dim222, dim223, dim224, dim225, dim226, dim227, dim228, dim229, dim230, dim231, dim232, dim233, dim234, dim235, dim236, dim237, dim238, dim239, dim240, dim241, dim242, dim243, dim244, dim245, dim246, dim247, dim248, dim249, dim250, dim251, dim252, dim253, dim254, dim255, dim256, dim257, dim258, dim259, dim260, dim261, dim262, dim263, dim264, dim265, dim266, dim267, dim268, dim269, dim270, dim271, dim272, dim273, dim274, dim275, dim276, dim277, dim278, dim279, dim280, dim281, dim282, dim283, dim284, dim285, dim286, dim287, dim288, dim289, dim290, dim291, dim292, dim293, dim294, dim295, dim296, dim297, dim298, dim299, dim300, dim301, dim302, dim303, dim304, dim305, dim306, dim307, dim308, dim309, dim310, dim311, dim312, dim313, dim314, dim315, dim316, dim317, dim318, dim319, dim320, dim321, dim322, dim323, dim324, dim325, dim326, dim327, dim328, dim329, dim330, dim331, dim332, dim333, dim334, dim335, dim336, dim337, dim338, dim339, dim340, dim341, dim342, dim343, dim344, dim345, dim346, dim347, dim348, dim349, dim350, dim351, dim352, dim353, dim354, dim355, dim356, dim357, dim358, dim359, dim360, dim361, dim362, dim363, dim364, dim365, dim366, dim367, dim368, dim369, dim370, dim371, dim372, dim373, dim374, dim375, dim376, dim377, dim378, dim379, dim380, dim381, dim382, dim383, dim384, dim385, dim386, dim387, dim388, dim389, dim390, dim391, dim392, dim393, dim394, dim395, dim396, dim397, dim398, dim399, dim400, dim401, dim402, dim403, dim404, dim405, dim406, dim407, dim408, dim409, dim410, dim411, dim412, dim413, dim414, dim415, dim416, dim417, dim418, dim419, dim420, dim421, dim422, dim423, dim424, dim425, dim426, dim427, dim428, dim429, dim430, dim431, dim432, dim433, dim434, dim435, dim436, dim437, dim438, dim439, dim440, dim441, dim442, dim443, dim444, dim445, dim446, dim447, dim448, dim449, dim450, dim451, dim452, dim453, dim454, dim455, dim456, dim457, dim458, dim459, dim460, dim461, dim462, dim463, dim464, dim465, dim466, dim467, dim468, dim469, dim470, dim471, dim472, dim473, dim474, dim475, dim476, dim477, dim478, dim479, dim480, dim481, dim482, dim483, dim484, dim485, dim486, dim487, dim488, dim489, dim490, dim491, dim492, dim493, dim494, dim495, dim496, dim497, dim498, dim499, dim500, dim501, dim502, dim503, dim504, dim505, dim506, dim507, dim508, dim509, dim510, dim511, dim512
alison, u, low, female, 58.315357, 59.303695, 62.444968, 68.349626, 78.385607, 95.619280, 127.944975, 202.408876, 488.057297, 596.108119, 226.363258, 141.045360, 106.569735, 89.879009, 82.221435, 80.943564, 86.175201, 100.709503, 128.702227, 140.386578, 91.907367, 54.859209, 35.739338, 25.141770, 18.697091, 14.487063, 11.585856, 9.503593, 7.960943, 6.788834, 5.879898, 5.163228, 4.590458, 4.127689, 3.750620, 3.441495, 3.187138, 2.977647, 2.805515, 2.665022, 2.551816, 2.462607, 2.394967, 2.347185, 2.318168, 2.307396, 2.314900, 2.341285, 2.387790, 2.456392, 2.549983, 2.672631, 2.829982, 3.029862, 3.283224, 3.605641, 4.019773, 4.559590, 5.277970, 6.261249, 7.659195, 9.752768, 13.125725, 19.157130, 31.430113, 52.596163, 47.047784, 32.040189, 24.578998, 20.954542, 19.276093, 18.823894, 19.360551, 20.898192, 23.590531, 27.456496, 31.291276, 31.498480, 26.936623, 21.434670, 17.162266, 14.171908, 12.089190, 10.603236, 9.501631, 8.637184, 7.900995, 7.210651, 6.512135, 5.787630, 5.055112, 4.352070, 3.713362, 3.158323, 2.690402, 2.302877, 1.984632, 1.723846, 1.509766, 1.333312, 1.187100, 1.065238, 0.963067, 0.876909, 0.803859, 0.741613, 0.688335, 0.642556, 0.603091, 0.568983, 0.539454, 0.513866, 0.491698, 0.472521, 0.455983, 0.441795, 0.429720, 0.419566, 0.411182, 0.404447, 0.399274, 0.395604, 0.393401, 0.392661, 0.393401, 0.395670, 0.399544, 0.405134, 0.412590, 0.422107, 0.433933, 0.448389, 0.465876, 0.486910, 0.512146, 0.542434, 0.578875, 0.622928, 0.676543, 0.742376, 0.824114, 0.926986, 1.058578, 1.230163, 1.458853, 1.770887, 2.205442, 2.812433, 3.612587, 4.445570, 4.862878, 4.685629, 4.280508, 3.943127, 3.758015, 3.739873, 3.909428, 4.329280, 5.150735, 6.682931, 8.894825, 8.305679, 5.390892, 3.564864, 2.556990, 1.955314, 1.567172, 1.301587, 1.111794, 0.971770, 0.866066, 0.785025, 0.722364, 0.673867, 0.636648, 0.608709, 0.588675, 0.575628, 0.568998, 0.568502, 0.574095, 0.585941, 0.604368, 0.629797, 0.662571, 0.702606, 0.748703, 0.797419, 0.841776, 0.871180, 0.874843, 0.848408, 0.797573, 0.734054, 0.668719, 0.608254, 0.555514, 0.511051, 0.474351, 0.444539, 0.420718, 0.402105, 0.388069, 0.378139, 0.371994, 0.369451, 0.370466, 0.375137, 0.383720, 0.396662, 0.414655, 0.438727, 0.470390, 0.511890, 0.566629, 0.639943, 0.740559, 0.883520, 1.096279, 1.430926, 1.975376, 2.710024, 2.852052, 2.200880, 1.638923, 1.287959, 1.067028, 0.921337, 0.821545, 0.751652, 0.702495, 0.668590, 0.646565, 0.634338, 0.630673, 0.634945, 0.647004, 0.667128, 0.696027, 0.734895, 0.785525, 0.850501, 0.933488, 1.039684, 1.176466, 1.354246, 1.587243, 1.892730, 2.283322, 2.737955, 3.142556, 3.297375, 3.135848, 2.812278, 2.481819, 2.204010, 1.985038, 1.815583, 1.684864, 1.584151, 1.507074, 1.449218, 1.407673, 1.380690, 1.367464, 1.368006, 1.383131, 1.414524, 1.464929, 1.538473, 1.641155, 1.781482, 1.970967, 2.223146, 2.546270, 2.916453, 3.220794, 3.260642, 2.978269, 2.554968, 2.159152, 1.844077, 1.606046, 1.428594, 1.296488, 1.198090, 1.124739, 1.069660, 1.026942, 0.990716, 0.954689, 0.912454, 0.858940, 0.792538, 0.716189, 0.635985, 0.558249, 0.487385, 0.425413, 0.372588, 0.328190, 0.291120, 0.260228, 0.234467, 0.212941, 0.194910, 0.179773, 0.167047, 0.156347, 0.147362, 0.139847, 0.133607, 0.128487, 0.124367, 0.121154, 0.118780, 0.117199, 0.116384, 0.116325, 0.117034, 0.118538, 0.120888, 0.124158, 0.128445, 0.133880, 0.140624, 0.148875, 0.158862, 0.170831, 0.184996, 0.201443, 0.219933, 0.239584, 0.258508, 0.273736, 0.282012, 0.281477, 0.272886, 0.259011, 0.242970, 0.227059, 0.212558, 0.199995, 0.189476, 0.180909, 0.174127, 0.168956, 0.165236, 0.162835, 0.161646, 0.161590, 0.162604, 0.164641, 0.167663, 0.171631, 0.176495, 0.182187, 0.188602, 0.195589, 0.202942, 0.210394, 0.217629, 0.224313, 0.230140, 0.234883, 0.238440, 0.240852, 0.242291, 0.243022, 0.243355, 0.243599, 0.244038, 0.244910, 0.246400, 0.248647, 0.251741, 0.255725, 0.260594, 0.266290, 0.272692, 0.279605, 0.286758, 0.293804, 0.300343, 0.305959, 0.310282, 0.313051, 0.314167, 0.313711, 0.311923, 0.309152, 0.305795, 0.302240, 0.298827, 0.295834, 0.293469, 0.291878, 0.291149, 0.291326, 0.292413, 0.294376, 0.297150, 0.300635, 0.304698, 0.309173, 0.313870, 0.318579, 0.323087, 0.327201, 0.330763, 0.333675, 0.335909, 0.337510, 0.338591, 0.339313, 0.339868, 0.340456, 0.341271, 0.342482, 0.344232, 0.346625, 0.349729, 0.353567, 0.358120, 0.363322, 0.369057, 0.375158, 0.381414, 0.387575, 0.393373, 0.398543, 0.402855, 0.406144, 0.408336, 0.409454, 0.409622, 0.409039, 0.407958, 0.406652, 0.405393, 0.404428, 0.403970, 0.404189, 0.405210, 0.407117, 0.409948, 0.413699, 0.418322, 0.423724, 0.429764, 0.436256, 0.442969, 0.449642, 0.455992, 0.461739, 0.466637, 0.470492, 0.473195, 0.474728, 0.475167, 0.474666, 0.473440, 0.471733, 0.469796, 0.467864, 0.466145, 0.464805, 0.463972, 0.463726, 0.464111, 0.465130, 0.466749, 0.468906, 0.471505, 0.474429, 0.477541, 0.480692, 0.483730, 0.486509, 0.488899, 0.490797, 0.492132, 0.492874, 0.493032, 0.492653, 0.491814, 0.490618, 0.489178, 0.487617, 0.486052, 0.484594, 0.483339, 0.482367, 0.481742, 0.481511, 0.481701, 0.482324, 0.483378, 0.484843, 0.486687, 0.488865, 0.491320, 0.493985, 0.496782, 0.499627, 0.502431, 0.505103, 0.507553, 0.509693, 0.511447, 0.512750, 0.513552
alison, u, low, female, 87.920089, 89.519991, 94.630431, 104.328879, 121.014549, 149.831673, 201.553575, 285.843895, 311.853648, 223.192807, 156.551841, 120.263748, 100.364897, 89.975438, 86.468118, 89.920201, 104.116086, 144.423173, 268.156176, 172.435998, 75.231480, 42.877037, 28.043100, 19.868240, 14.842194, 11.521178, 9.211670, 7.542980, 6.300943, 5.354290, 4.618733, 4.038086, 3.573726, 3.198415, 2.892524, 2.641654, 2.435081, 2.264722, 2.124435, 2.009526, 1.916411, 1.842376, 1.785403, 1.744056, 1.717406, 1.704988, 1.706785, 1.723256, 1.755377, 1.804747, 1.873735, 1.965717, 2.085434, 2.239528, 2.437377, 2.692380, 3.023956, 3.460594, 4.044129, 4.833897, 5.902026, 7.283529, 8.792675, 9.785555, 9.677509, 8.830563, 7.900006, 7.171315, 6.687603, 6.428391, 6.375266, 6.530177, 6.924579, 7.634471, 8.812531, 10.748341, 13.886138, 17.889069, 18.202445, 13.828376, 10.056629, 7.701207, 6.230295, 5.271177, 4.622115, 4.171974, 3.855197, 3.629025, 3.461046, 3.321749, 3.180884, 3.009326, 2.787901, 2.517842, 2.221000, 1.926689, 1.657459, 1.424103, 1.228183, 1.066368, 0.933593, 0.824730, 0.735258, 0.661435, 0.600260, 0.549356, 0.506851, 0.471277, 0.441473, 0.416525, 0.395708, 0.378446, 0.364282, 0.352852, 0.343866, 0.337096, 0.332357, 0.329506, 0.328422, 0.329000, 0.331143, 0.334740, 0.339656, 0.345711, 0.352654, 0.360145, 0.367737, 0.374880, 0.380947, 0.385303, 0.387403, 0.386900, 0.383726, 0.378110, 0.370526, 0.361591, 0.351956, 0.342217, 0.332868, 0.324291, 0.316758, 0.310462, 0.305530, 0.302056, 0.300112, 0.299768, 0.301102, 0.304211, 0.309223, 0.316303, 0.325670, 0.337604, 0.352469, 0.370732, 0.392994, 0.420025, 0.452817, 0.492639, 0.541112, 0.600261, 0.672528, 0.760606, 0.866828, 0.991630, 1.130481, 1.269758, 1.385828, 1.454510, 1.467867, 1.439283, 1.391060, 1.341505, 1.301348, 1.275708, 1.266733, 1.275319, 1.301875, 1.346328, 1.407356, 1.480542, 1.555347, 1.612323, 1.625785, 1.577320, 1.471366, 1.332740, 1.188534, 1.055849, 0.941470, 0.846085, 0.767813, 0.704088, 0.652459, 0.610852, 0.577602, 0.551421, 0.531332, 0.516616, 0.506772, 0.501483, 0.500598, 0.504128, 0.512246, 0.525306, 0.543879, 0.568803, 0.601271, 0.642954, 0.696198, 0.764310, 0.851984, 0.965886, 1.115315, 1.312263, 1.568173, 1.878939, 2.185701, 2.350081, 2.279345, 2.059133, 1.818627, 1.616409, 1.461748, 1.348218, 1.267246, 1.211520, 1.175210, 1.153391, 1.141336, 1.133872, 1.125042, 1.108455, 1.078619, 1.032910, 0.972842, 0.903398, 0.830816, 0.760445, 0.695765, 0.638464, 0.588962, 0.546963, 0.511842, 0.482881, 0.459394, 0.440786, 0.426571, 0.416378, 0.409949, 0.407130, 0.407872, 0.412223, 0.420334, 0.432450, 0.448902, 0.470083, 0.496376, 0.528016, 0.564814, 0.605679, 0.647958, 0.686864, 0.715793, 0.728394, 0.721850, 0.698649, 0.664974, 0.627466, 0.591077, 0.558689, 0.531630, 0.510330, 0.494799, 0.484917, 0.480596, 0.481863, 0.488894, 0.502032, 0.521745, 0.548503, 0.582449, 0.622648, 0.665674, 0.703739, 0.724363, 0.715535, 0.675266, 0.614178, 0.546802, 0.483246, 0.427866, 0.381414, 0.343086, 0.311629, 0.285816, 0.264596, 0.247116, 0.232700, 0.220819, 0.211056, 0.203083, 0.196642, 0.191527, 0.187573, 0.184647, 0.182640, 0.181462, 0.181036, 0.181295, 0.182181, 0.183638, 0.185613, 0.188054, 0.190906, 0.194114, 0.197623, 0.201374, 0.205310, 0.209377, 0.213524, 0.217706, 0.221885, 0.226034, 0.230133, 0.234169, 0.238137, 0.242034, 0.245860, 0.249613, 0.253285, 0.256868, 0.260347, 0.263704, 0.266918, 0.269975, 0.272860, 0.275573, 0.278125, 0.280543, 0.282869, 0.285163, 0.287500, 0.289968, 0.292661, 0.295681, 0.299130, 0.303111, 0.307721, 0.313047, 0.319171, 0.326154, 0.334041, 0.342849, 0.352562, 0.363119, 0.374405, 0.386244, 0.398392, 0.410541, 0.422338, 0.433409, 0.443403, 0.452044, 0.459169, 0.464758, 0.468936, 0.471955, 0.474154, 0.475914, 0.477617, 0.479620, 0.482227, 0.485684, 0.490172, 0.495802, 0.502620, 0.510596, 0.519627, 0.529529, 0.540040, 0.550823, 0.561485, 0.571608, 0.580788, 0.588692, 0.595099, 0.599944, 0.603322, 0.605476, 0.606762, 0.607601, 0.608430, 0.609661, 0.611657, 0.614706, 0.619012, 0.624689, 0.631750, 0.640103, 0.649535, 0.659717, 0.670195, 0.680412, 0.689743, 0.697557, 0.703298, 0.706576, 0.707230, 0.705367, 0.701344, 0.695709, 0.689119, 0.682264, 0.675795, 0.670289, 0.666231, 0.664010, 0.663928, 0.666216, 0.671040, 0.678509, 0.688676, 0.701530, 0.716983, 0.734846, 0.754805, 0.776394, 0.798978, 0.821752, 0.843774, 0.864047, 0.881632, 0.895783, 0.906077, 0.912480, 0.915343, 0.915325, 0.913270, 0.910083, 0.906620, 0.903625, 0.901688, 0.901239, 0.902551, 0.905755, 0.910849, 0.917710, 0.926105, 0.935699, 0.946071, 0.956732, 0.967157, 0.976828, 0.985272, 0.992116, 0.997122, 1.000213, 1.001470, 1.001120, 0.999496, 0.996994, 0.994034, 0.991015, 0.988295, 0.986167, 0.984857, 0.984518, 0.985237, 0.987041, 0.989903, 0.993754, 0.998489, 1.003979, 1.010077, 1.016631, 1.023482, 1.030479, 1.037477, 1.044341, 1.050948, 1.057183, 1.062941, 1.068122, 1.072632, 1.076385, 1.079301, 1.081314, 1.082376, 1.082465, 1.081588, 1.079791, 1.077154, 1.073796, 1.069865, 1.065537, 1.060998, 1.056440, 1.052047, 1.047984, 1.044390, 1.041369, 1.038989, 1.037276, 1.036215, 1.035756, 1.035810, 1.036264, 1.036985, 1.037831, 1.038663, 1.039357, 1.039816
alison, u, low, female, 85.388964, 87.004146, 92.194731, 102.190839, 119.924937, 152.702736, 222.913393, 430.514410, 699.249805, 289.213396, 169.190938, 121.005819, 96.773650, 83.630264, 77.052675, 75.484740, 79.024742, 89.287990, 107.815765, 117.170292, 85.111318, 52.729601, 34.397138, 24.015870, 17.687632, 13.567066, 10.741822, 8.725357, 7.239786, 6.117095, 5.250835, 4.570910, 4.029656, 3.593773, 3.239463, 2.949385, 2.710695, 2.513757, 2.351263, 2.217634, 2.108599, 2.020897, 1.952072, 1.900317, 1.864385, 1.843515, 1.837408, 1.846221, 1.870597, 1.911728, 1.971464, 2.052487, 2.158570, 2.294979, 2.469085, 2.691339, 2.976844, 3.347990, 3.839067, 4.504701, 5.436069, 6.793482, 8.872075, 12.206612, 17.403248, 22.482402, 21.410459, 17.309523, 14.273514, 12.467318, 11.497444, 11.119913, 11.231563, 11.830052, 13.002047, 14.923235, 17.782789, 21.240722, 23.016646, 20.745573, 16.757719, 13.460641, 11.170883, 9.625388, 8.574434, 7.843711, 7.305527, 6.849721, 6.371759, 5.790822, 5.091138, 4.334392, 3.610349, 2.979892, 2.461715, 2.048006, 1.721214, 1.463142, 1.258284, 1.094414, 0.962206, 0.854631, 0.766397, 0.693506, 0.632915, 0.582295, 0.539844, 0.504161, 0.474148, 0.448941, 0.427856, 0.410354, 0.396007, 0.384482, 0.375522, 0.368933, 0.364578, 0.362370, 0.362267, 0.364273, 0.368436, 0.374849, 0.383655, 0.395050, 0.409293, 0.426709, 0.447707, 0.472781, 0.502528, 0.537650, 0.578948, 0.627298, 0.683580, 0.748543, 0.822558, 0.905242, 0.994989, 1.088551, 1.181064, 1.266910, 1.341450, 1.402892, 1.453154, 1.497299, 1.542221, 1.595569, 1.665464, 1.761033, 1.893655, 2.078893, 2.338902, 2.703137, 3.194897, 3.755243, 4.065562, 3.746101, 3.055222, 2.416805, 1.940743, 1.599652, 1.352670, 1.169789, 1.031288, 0.924350, 0.840506, 0.774030, 0.720964, 0.678515, 0.644685, 0.618027, 0.597499, 0.582356, 0.572086, 0.566367, 0.565045, 0.568118, 0.575738, 0.588223, 0.606079, 0.630043, 0.661132, 0.700722, 0.750634, 0.813218, 0.891356, 0.988185, 1.105980, 1.243073, 1.387272, 1.507789, 1.560034, 1.518791, 1.405414, 1.264385, 1.128342, 1.010976, 0.914717, 0.837605, 0.776635, 0.728993, 0.692397, 0.665109, 0.645872, 0.633827, 0.628453, 0.629526, 0.637113, 0.651573, 0.673607, 0.704339, 0.745451, 0.799417, 0.869883, 0.962320, 1.085183, 1.252066, 1.485981, 1.828390, 2.359380, 3.240435, 4.730867, 6.341340, 5.669359, 4.168167, 3.200171, 2.629696, 2.282389, 2.067290, 1.938572, 1.872770, 1.858469, 1.891772, 1.974479, 2.113635, 2.321381, 2.612637, 2.992362, 3.411624, 3.692100, 3.601548, 3.180570, 2.683973, 2.261337, 1.938588, 1.699802, 1.524559, 1.396801, 1.305319, 1.242666, 1.204149, 1.187141, 1.190712, 1.215524, 1.263974, 1.340628, 1.453020, 1.612858, 1.837198, 2.146660, 2.547589, 2.962362, 3.138018, 2.889322, 2.430904, 2.008267, 1.686491, 1.453095, 1.284876, 1.163541, 1.076585, 1.015740, 0.975537, 0.952271, 0.943207, 0.945826, 0.956901, 0.971262, 0.980557, 0.973383, 0.939088, 0.874784, 0.788704, 0.694874, 0.605075, 0.525531, 0.457973, 0.401743, 0.355294, 0.316946, 0.285189, 0.258765, 0.236662, 0.218074, 0.202368, 0.189041, 0.177698, 0.168022, 0.159758, 0.152704, 0.146695, 0.141596, 0.137301, 0.133718, 0.130778, 0.128420, 0.126597, 0.125271, 0.124413, 0.123998, 0.124010, 0.124435, 0.125266, 0.126496, 0.128125, 0.130151, 0.132574, 0.135393, 0.138603, 0.142196, 0.146154, 0.150450, 0.155039, 0.159858, 0.164822, 0.169819, 0.174713, 0.179348, 0.183560, 0.187187, 0.190092, 0.192180, 0.193412, 0.193809, 0.193452, 0.192465, 0.191000, 0.189218, 0.187278, 0.185320, 0.183466, 0.181815, 0.180445, 0.179412, 0.178761, 0.178518, 0.178704, 0.179326, 0.180388, 0.181885, 0.183807, 0.186141, 0.188867, 0.191961, 0.195398, 0.199149, 0.203184, 0.207476, 0.212002, 0.216747, 0.221706, 0.226887, 0.232314, 0.238027, 0.244083, 0.250553, 0.257522, 0.265084, 0.273337, 0.282376, 0.292282, 0.303110, 0.314868, 0.327495, 0.340827, 0.354565, 0.368248, 0.381239, 0.392762, 0.401991, 0.408194, 0.410899, 0.410022, 0.405889, 0.399152, 0.390631, 0.381162, 0.371482, 0.362176, 0.353669, 0.346246, 0.340080, 0.335267, 0.331845, 0.329814, 0.329146, 0.329794, 0.331689, 0.334744, 0.338847, 0.343854, 0.349592, 0.355847, 0.362374, 0.368900, 0.375145, 0.380840, 0.385762, 0.389756, 0.392758, 0.394800, 0.396004, 0.396563, 0.396713, 0.396704, 0.396782, 0.397163, 0.398031, 0.399524, 0.401736, 0.404716, 0.408466, 0.412943, 0.418057, 0.423673, 0.429616, 0.435674, 0.441615, 0.447200, 0.452208, 0.456455, 0.459821, 0.462263, 0.463816, 0.464593, 0.464764, 0.464541, 0.464147, 0.463807, 0.463720, 0.464059, 0.464958, 0.466511, 0.468771, 0.471751, 0.475423, 0.479725, 0.484556, 0.489789, 0.495268, 0.500827, 0.506290, 0.511493, 0.516295, 0.520590, 0.524316, 0.527463, 0.530072, 0.532227, 0.534045, 0.535664, 0.537232, 0.538890, 0.540766, 0.542967, 0.545569, 0.548623, 0.552144, 0.556117, 0.560498, 0.565214, 0.570168, 0.575244, 0.580313, 0.585238, 0.589884, 0.594128, 0.597861, 0.600994, 0.603469, 0.605253, 0.606338, 0.606743, 0.606505, 0.605677, 0.604322, 0.602510, 0.600312, 0.597802, 0.595051, 0.592130, 0.589109, 0.586053, 0.583029, 0.580097, 0.577318, 0.574743, 0.572422, 0.570392, 0.568686, 0.567322, 0.566308, 0.565639, 0.565297, 0.565249, 0.565453, 0.565855, 0.566394, 0.567002, 0.567614, 0.568166, 0.568604, 0.568885
